# This is a submission template for batch deposit of 'Plant; version 1.0' samples to the NCBI BioSample database (http://www.ncbi.nlm.nih.gov/biosample/).																																
# GREEN fields are mandatory. Your submission will fail if any mandatory fields are not completed. If information is unavailable for any mandatory field, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# BLUE  fields indicate that at least one of those fields is mandatory. If information is unavailable, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# YELLOW fields are optional. Leave optional fields empty (or delete them) if no information is available.																																
# You can add any number of custom fields to fully describe your BioSamples, simply include them in the table.																																
# Hover over field name to view definition, or see http://www.ncbi.nlm.nih.gov/biosample/docs/attributes/.																																
# CAUTION: Be aware that Excel may automatically apply formatting to your data. In particular, take care with dates, incrementing autofills and special characters like / or -. Doublecheck that your text file is accurate before uploading to BioSample.																																
# TO MAKE A SUBMISSION: 																																
# 1. Complete this template table																																
# 2. Save the worksheet as a Text (Tab-delimited) file  -- (use 'File, Save as, Save as type: Text (Tab-delimited)' )																																
# 3. Upload the text file on the 'Attributes' tab of the BioSample Submission Portal at https://submit.ncbi.nlm.nih.gov/subs/biosample/. 																																
# If you have any questions, please contact us at biosamplehelp@ncbi.nlm.nih.gov.																																
# 																																
*sample_name	sample_title	bioproject_accession	*organism	isolate	cultivar	ecotype	age	dev_stage	*geo_loc_name	*tissue	biomaterial_provider	ploidy	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
JY174	Leaf sample from Miscanthus sacchariflorus clone JY174	PRJNA342314	Miscanthus sacchariflorus	JY174				vegetative	China: Yushan, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								36.8617 N 121.4351 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY175	Leaf sample from Miscanthus sacchariflorus clone JY175	PRJNA342314	Miscanthus sacchariflorus	JY175				vegetative	China: Yushan, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								36.8879 N 121.4649 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY176	Leaf sample from Miscanthus sacchariflorus clone JY176	PRJNA342314	Miscanthus sacchariflorus	JY176				vegetative	China: Yushan, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								36.8893 N 121.7584 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY177	Leaf sample from Miscanthus sacchariflorus clone JY177	PRJNA342314	Miscanthus sacchariflorus	JY177				vegetative	China: Yushan, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	02-Oct-2014								36.9017 N 121.7924 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY178	Leaf sample from Miscanthus sacchariflorus clone JY178	PRJNA342314	Miscanthus sacchariflorus	JY178				vegetative	China: Yushan, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								36.9663 N 121.7964 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY179	Leaf sample from Miscanthus sacchariflorus clone JY179	PRJNA342314	Miscanthus sacchariflorus	JY179				vegetative	China: Wendeng, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								37.0252 N 121.8878 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY181	Leaf sample from Miscanthus sacchariflorus clone JY181	PRJNA342314	Miscanthus sacchariflorus	JY181				vegetative	China: Wendeng, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	02-Oct-2014								37.3146 N 122.0307 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY182	Leaf sample from Miscanthus sacchariflorus clone JY182	PRJNA342314	Miscanthus sacchariflorus	JY182				vegetative	China: Wendeng, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								37.3148 N 122.029 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY183	Leaf sample from Miscanthus sacchariflorus clone JY183	PRJNA342314	Miscanthus sacchariflorus	JY183				vegetative	China: Wendeng, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								37.3475 N 121.9525 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY184	Leaf sample from Miscanthus sacchariflorus clone JY184	PRJNA342314	Miscanthus sacchariflorus	JY184				vegetative	China: Yantai, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								37.4274 N 121.9138 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY185	Leaf sample from Miscanthus sacchariflorus clone JY185	PRJNA342314	Miscanthus sacchariflorus	JY185				vegetative	China: Yantai, Shandong	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	02-Oct-2014								37.4277 N 121.8343 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY186	Leaf sample from Miscanthus sacchariflorus clone JY186	PRJNA342314	Miscanthus sacchariflorus	JY186				vegetative	China: Yantai, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	02-Oct-2014								37.4103 N 121.7612 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY187	Leaf sample from Miscanthus sacchariflorus clone JY187	PRJNA342314	Miscanthus sacchariflorus	JY187				vegetative	China: Yantai, Shandong	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	02-Oct-2014								37.4048 N 121.7307 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY188	Leaf sample from Miscanthus sacchariflorus clone JY188	PRJNA342314	Miscanthus sacchariflorus	JY188				vegetative	China: Pulandian, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	03-Oct-2014								39.5381 N 122.4875 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY189	Leaf sample from Miscanthus sacchariflorus clone JY189	PRJNA342314	Miscanthus sacchariflorus	JY189				vegetative	China: Pulandian, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	03-Oct-2014								39.538 N 122.4873 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY190	Leaf sample from Miscanthus sacchariflorus clone JY190	PRJNA342314	Miscanthus sacchariflorus	JY190				vegetative	China: Zhuanghe, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								39.5673 N 122.5532 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY191	Leaf sample from Miscanthus sacchariflorus clone JY191	PRJNA342314	Miscanthus sacchariflorus	JY191				vegetative	China: Zhuanghe, Liaoning	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	03-Oct-2014								39.5587 N 122.6042 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY192	Leaf sample from Miscanthus sacchariflorus clone JY192	PRJNA342314	Miscanthus sacchariflorus	JY192				vegetative	China: Zhuanghe, Liaoning	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	03-Oct-2014								39.5711 N 122.6362 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY193	Leaf sample from Miscanthus sacchariflorus clone JY193	PRJNA342314	Miscanthus sacchariflorus	JY193				vegetative	China: Zhuanghe, Liaoning	leaf	Xiaoli Jin, Zhejiang University	4x			Xiaoli Jin	03-Oct-2014								39.6143 N 122.7518 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY194	Leaf sample from Miscanthus sacchariflorus clone JY194	PRJNA342314	Miscanthus sacchariflorus	JY194				vegetative	China: Zhuanghe, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	03-Oct-2014								39.7543 N 123.0475 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY195	Leaf sample from Miscanthus sacchariflorus clone JY195	PRJNA342314	Miscanthus sacchariflorus	JY195				vegetative	China: Zhuanghe, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								39.7797 N 123.0876 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY196	Leaf sample from Miscanthus sacchariflorus clone JY196	PRJNA342314	Miscanthus sacchariflorus	JY196				vegetative	China: Donggang, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								39.9442 N 124.0869 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY197	Leaf sample from Miscanthus sacchariflorus clone JY197	PRJNA342314	Miscanthus sacchariflorus	JY197				vegetative	China: Donggang, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								39.9353 N 124.1363 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY198	Leaf sample from Miscanthus sacchariflorus clone JY198	PRJNA342314	Miscanthus sacchariflorus	JY198				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.0299 N 124.2807 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY199	Leaf sample from Miscanthus sacchariflorus clone JY199	PRJNA342314	Miscanthus sacchariflorus	JY199				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.0962 N 124.2948 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY200	Leaf sample from Miscanthus sacchariflorus clone JY200	PRJNA342314	Miscanthus sacchariflorus	JY200				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.1698 N 124.3467 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY201	Leaf sample from Miscanthus sacchariflorus clone JY201	PRJNA342314	Miscanthus sacchariflorus	JY201				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.4998 N 124.0468 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY202	Leaf sample from Miscanthus sacchariflorus clone JY202	PRJNA342314	Miscanthus sacchariflorus	JY202				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.4995 N 123.9839 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY203	Leaf sample from Miscanthus sacchariflorus clone JY203	PRJNA342314	Miscanthus sacchariflorus	JY203				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.5866 N 123.9806 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY204	Leaf sample from Miscanthus sinensis clone JY204	PRJNA342314	Miscanthus sinensis	JY204				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.6206 N 123.9846 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY205	Leaf sample from Miscanthus sacchariflorus clone JY205	PRJNA342314	Miscanthus sacchariflorus	JY205				vegetative	China: Dandong, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	03-Oct-2014								40.6572 N 123.9952 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY206	Leaf sample from Miscanthus sacchariflorus clone JY206	PRJNA342314	Miscanthus sacchariflorus	JY206				vegetative	China: Liaoyang, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								41.7955 N 123.5986 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY207	Leaf sample from Miscanthus sacchariflorus clone JY207	PRJNA342314	Miscanthus sacchariflorus	JY207				vegetative	China: Shenyang, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	04-Oct-2014								41.9717 N 123.6 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY208	Leaf sample from Miscanthus sacchariflorus clone JY208	PRJNA342314	Miscanthus sacchariflorus	JY208				vegetative	China: Shenyang, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.0538 N 123.6235 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY209	Leaf sample from Miscanthus sacchariflorus clone JY209	PRJNA342314	Miscanthus sacchariflorus	JY209				vegetative	China: Tieling, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.1477 N 123.6822 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY210	Leaf sample from Miscanthus sacchariflorus clone JY210	PRJNA342314	Miscanthus sacchariflorus	JY210				vegetative	China: Tieling, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.3306 N 123.8847 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY211	Leaf sample from Miscanthus sacchariflorus clone JY211	PRJNA342314	Miscanthus sacchariflorus	JY211				vegetative	China: Tieling, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.3835 N 123.9481 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY212	Leaf sample from Miscanthus sacchariflorus clone JY212	PRJNA342314	Miscanthus sacchariflorus	JY212				vegetative	China: Kaiyuan, Liaoning	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	04-Oct-2014								42.4585 N 124.027 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY213	Leaf sample from Miscanthus sacchariflorus clone JY213	PRJNA342314	Miscanthus sacchariflorus	JY213				vegetative	China: Kaiyuan, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.5033 N 124.0372 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY214	Leaf sample from Miscanthus sacchariflorus clone JY214	PRJNA342314	Miscanthus sacchariflorus	JY214				vegetative	China: Kaiyuan, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.6423 N 124.1957 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY215	Leaf sample from Miscanthus sacchariflorus clone JY215	PRJNA342314	Miscanthus sacchariflorus	JY215				vegetative	China: Kaiyuan, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.7167 N 124.3275 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY216	Leaf sample from Miscanthus sacchariflorus clone JY216	PRJNA342314	Miscanthus sacchariflorus	JY216				vegetative	China: Xifeng country, Tieling, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.7175 N 124.3889 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY217	Leaf sample from Miscanthus sacchariflorus clone JY217	PRJNA342314	Miscanthus sacchariflorus	JY217				vegetative	China: Xifeng country, Tieling, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								42.7217 N 124.5075 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY218	Leaf sample from Miscanthus sacchariflorus clone JY218	PRJNA342314	Miscanthus sacchariflorus	JY218				vegetative	China: Xifeng country, Tieling, Liaoning	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								43.0259 N 124.7607 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY220	Leaf sample from Miscanthus sacchariflorus clone JY220	PRJNA342314	Miscanthus sacchariflorus	JY220				vegetative	China: Shiling town, Tiedong suburb, Siping, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	04-Oct-2014								43.1005 N 124.7164 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY221	Leaf sample from Miscanthus sacchariflorus clone JY221	PRJNA342314	Miscanthus sacchariflorus	JY221				vegetative	China: G302 road,Longtan suburb, Jilin, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9541 N 126.7628 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY222	Leaf sample from Miscanthus sacchariflorus clone JY222	PRJNA342314	Miscanthus sacchariflorus	JY222				vegetative	China: G302 road,Longtan suburb, Jilin, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9542 N 126.7628 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY223	Leaf sample from Miscanthus sacchariflorus clone JY223	PRJNA342314	Miscanthus sacchariflorus	JY223				vegetative	China: Tiangang town, Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9435 N 126.8466 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY224	Leaf sample from Miscanthus sacchariflorus clone JY224	PRJNA342314	Miscanthus sacchariflorus	JY224				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9026 N 126.9041 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY225	Leaf sample from Miscanthus sacchariflorus clone JY225	PRJNA342314	Miscanthus sacchariflorus	JY225				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9358 N 126.8691 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY226	Leaf sample from Miscanthus sacchariflorus clone JY226	PRJNA342314	Miscanthus sacchariflorus	JY226				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	05-Oct-2014								43.9352 N 126.9868 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY227	Leaf sample from Miscanthus sacchariflorus clone JY227	PRJNA342314	Miscanthus sacchariflorus	JY227				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9723 N 127.0685 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY228	Leaf sample from Miscanthus sacchariflorus clone JY228	PRJNA342314	Miscanthus sacchariflorus	JY228				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.9713 N 127.0742 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY230	Leaf sample from Miscanthus sacchariflorus clone JY230	PRJNA342314	Miscanthus sacchariflorus	JY230				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	05-Oct-2014								43.8993 N 127.2935 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY231	Leaf sample from Miscanthus sacchariflorus clone JY231	PRJNA342314	Miscanthus sacchariflorus	JY231				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.7849 N 127.3687 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY232	Leaf sample from Miscanthus sacchariflorus clone JY232	PRJNA342314	Miscanthus sacchariflorus	JY232				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.7835 N 127.37 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY233	Leaf sample from Miscanthus sacchariflorus clone JY233	PRJNA342314	Miscanthus sacchariflorus	JY233				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	05-Oct-2014								43.7114 N 127.496 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY234	Leaf sample from Miscanthus sacchariflorus clone JY234	PRJNA342314	Miscanthus sacchariflorus	JY234				vegetative	China: Jiaohe, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.6542 N 127.7029 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY236	Leaf sample from Miscanthus sacchariflorus clone JY236	PRJNA342314	Miscanthus sacchariflorus	JY236				vegetative	China: Yanbian Korean Autonomous Prefecture , Yanji, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.5408 N 128.002 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY238	Leaf sample from Miscanthus sacchariflorus clone JY238	PRJNA342314	Miscanthus sacchariflorus	JY238				vegetative	China: Changjitu G201 highway, Dunhua, Jilin	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	05-Oct-2014								43.5961 N 128.4796 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY239	Leaf sample from Miscanthus sacchariflorus clone JY239	PRJNA342314	Miscanthus sacchariflorus	JY239				vegetative	China: Changjitu G201 highway, Dunhua, Jilin	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.6193 N 128.5174 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY240	Leaf sample from Miscanthus sacchariflorus clone JY240	PRJNA342314	Miscanthus sacchariflorus	JY240				vegetative	China: Mudan river bridge No.1, Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	05-Oct-2014								43.754 N 128.7457 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY241	Leaf sample from Miscanthus sacchariflorus clone JY241	PRJNA342314	Miscanthus sacchariflorus	JY241				vegetative	China: Mudanjiang riverside, Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	05-Oct-2014								43.7505 N 128.748 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY244	Leaf sample from Miscanthus sacchariflorus clone JY244	PRJNA342314	Miscanthus sacchariflorus	JY244				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								44.3427 N 129.4492 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY246	Leaf sample from Miscanthus sacchariflorus clone JY246	PRJNA342314	Miscanthus sacchariflorus	JY246				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								44.3116 N 129.4393 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY247	Leaf sample from Miscanthus sacchariflorus clone JY247	PRJNA342314	Miscanthus sacchariflorus	JY247				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								44.2699 N 129.4126 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY248	Leaf sample from Miscanthus sacchariflorus clone JY248	PRJNA342314	Miscanthus sacchariflorus	JY248				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	06-Oct-2014								44.2644 N 129.4081 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY249	Leaf sample from Miscanthus sacchariflorus clone JY249	PRJNA342314	Miscanthus sacchariflorus	JY249				vegetative	China: Ning'an, Heilongjiang	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	06-Oct-2014								44.2004 N 129.2916 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
